    name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,mh,sa,dt,mm,dm,bum,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otp,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,idd,at,ect,tele,saca,trc,smon,smpd,smop,hi,res,phdt,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,fsa,cit,wi,ss,pa,ah,sp,co,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,adtx,bdtx,cdtx,mdtx,odtx,tgd,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,snr,fem,male,du,duo,acc,acm,acu,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,opc,sae,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,bsdm,nu,mu,bwn,bwon,ub,un,beri,pvtp,pvtn,fqhc,sumh,inpe,rpe,pc,naut,nmaut,acma,pmat,auinpe,aurpe,aupc,dlc,mhiv,mhcv,lfxd,clnd,copsu,daof,mst,noe,ofd,rc,piec,mdet,voc,hav,hbv,audo,cbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,pefp,aot,msnh,ipsy,shp,vahc,mmd,antpych,mpep,aim,fed,sotp,dea,mhc,samf,mhpa,hbt,hct,labt,tod,vapn,vapp,vppd,oudo,nx,fx,mws,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n24,n40 
Gateway CBHC,,1109 Granby Road,,Chicopee,MA,01020,,Hampden,833-243-8255,,,,http://www.chd.org,42.1726308,-72.5880646,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,1,,,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ServiceNet OP Behavioral Center,Greenfield Outpatient Clinic,55 Federal Street,,Greenfield,MA,01301,,Franklin,413-584-6885 x2,,,,http://www.servicenet.org,42.5890423,-72.598161,SU,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,1,,1,,,1,,1,1,,,,1,,,,,,,1,1,1,1,1,,1,,1,,,,1,,1,,1,,1,1,,,1,,,,,1,1,1,1,,,1,,1,1,,1,,1,1,1,,1,1,1,,1,1,1,,1,,,,,,,,1,,1,,1,,,,1,1,,1,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ServiceNet OP Behavioral Center,Greenfield Outpatient Clinic,55 Federal Street,,Greenfield,MA,01301,,Franklin,413-584-6885 x2,Intakes,413-584-6855,413-549-0095 x1,http://www.servicenet.org,42.5890423,-72.598161,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,1,,,,,,1,,1,,,,,1,,,,,,1,,,,1,,,,,,1,1,1,1,1,1,1,,1,1,,1,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,1,1,1,,1,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Behavioral Health Network (BHN),Unity Place,21 Kenwood Street,1st Floor,Greenfield,MA,01301,,Franklin,413-223-5072,Intakes,413-272-1918,413-733-1431,http://www.bhninc.org,42.6010637,-72.5954351,SU,,1,1,,,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,1,,,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,1,1,1,1,1,,,,,1,,1,1,1,,,,,,,,,,,,,,1,,,,,,,1,,,,1,1,,1,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,1,,,1,1,,1,1,,,1,1,,1,,1,1,1,1,1,,,,1,1,1,,,1,1,1,1,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ADMHA SA and Recovery Services,,605 State Street,,Springfield,MA,01109,,Hampden,413-266-2207 x0,,,,http://www.admha.org,42.1093471,-72.5725365,SU,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,1,1,1,1,1,,1,,,,,,1,,1,,1,,1,1,,,1,,,1,,1,1,1,1,,,,,,,,1,1,1,1,1,,1,1,,,,,,,,,,,,,,1,,,1,,,,,,1,,1,1,1,1,,,,1,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ADMHA SA and Recovery Services,,605 State Street,,Springfield,MA,01109,,Hampden,413-266-2207 x0,,,,http://www.admha.org,42.1093471,-72.5725365,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,1,1,,,1,,,,,1,1,1,1,1,1,1,,,,,,1,,,1,1,1,1,,1,1,,,,,,1,,1,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthcare Resource Centers,Baymark Health,50 Miles Street,,Greenfield,MA,01301,,Franklin,413-774-3321,,,,http://www.hcrcenters.com/health-care-resource-centers-greenfield/,42.5864928,-72.6026071,SU,,1,1,1,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,1,1,,,1,,,,,,,,,,,,1,,1,,,1,1,,,,1,1,1,1,1,1,,,,,,,,,,1,,,1,,,,1,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,1,,1,,,,,1,,,,,,,1,1,,,,1,,,,,,1,,1,1,1,1,,1,1,1,1,,,1,,,1,1,,1,1,,,1,,,1,,,1,1,1,,,,1,1,1,,1,,,,1,1,1,1,1,1,1,1,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
BestLife,,1 Federal Street,,Springfield,MA,01105,,Hampden,413-732-0370,,844-642-9355,,http://mhainc.org,42.1102873,-72.5770324,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
BestLife,,1 Federal Street,,Springfield,MA,01105,,Hampden,413-732-0370,,844-642-9355,,http://mhainc.org,42.1102873,-72.5770324,SU,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,1,,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,1,1,,,,,1,1,1,,1,,1,,,,1,1,1,,1,,,,,1,1,,1,,,,,,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,1,,1,,,1,,,1,,1,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CHD,Outpatient Behavioral Health Servs,102 Main Street,,Greenfield,MA,01301,,Franklin,413-774-6252,,844-243-4357,,http://www.chd.org,42.587965,-72.605304,SU,,1,,,,1,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,1,,1,1,,,,,1,1,,1,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,1,1,,1,1,,,,1,,,,,,,1,1,1,1,1,,1,,1,1,,,1,,1,,,,1,1,1,,1,1,,1,,1,1,1,1,1,,,,,1,,1,,1,1,1,,1,1,1,,1,,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,,,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CHD,Outpatient Behavioral Health Servs,102 Main Street,,Greenfield,MA,01301,,Franklin,413-774-6252,,844-243-4357,,http://www.chd.org,42.587965,-72.605304,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,,1,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cutchins Prog for Children/Families,,78 Pomeroy Terrace,,Northampton,MA,01060,,Hampshire,413-584-1310 x333,,413-584-1310 x327,,http://cutchins.org,42.3199691,-72.6230104,MH,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,1,,1,1,,1,1,,,,,1,1,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
CHD,OBHS Springfield,367 Pine Street,,Springfield,MA,01105,,Hampden,413-737-1426,,844-243-4357,,http://www.chd.org/,42.0940448,-72.5742185,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,1,,,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Mentor South Bay,,140 High Street,Suite 230,Springfield,MA,01105,,Hampden,413-495-1500 x1500,,,,http://www.mentorsouthbay.com,42.105426,-72.5792569,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,1,,,1,1,,1,,1,1,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthcare Resource Centers,Northampton,441 Pleasant Street,Suite 1,Northampton,MA,01060,3976,Hampshire,413-584-2404,,,844-727-4272,https://www.hcrcenters.com/locations/massachusetts/northampton,42.3128064,-72.6250236,SU,,1,1,1,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,,,,,,1,,,,1,,1,,,,,1,,1,,,,,1,1,,,,1,,,,,,1,,1,1,,,,1,1,1,1,1,,1,,,1,1,,1,1,,,1,,,1,,,1,1,1,,,,,1,1,,1,,,1,1,,1,1,1,,1,1,,,,1,,,,,,1,,,,,,,,,1,,1,,1,,,,,,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,
Better Life Partners,,51 Hamilton Street,,Holyoke,MA,01040,,Hampden,866-679-0831,,,,https://betterlifepartners.com,42.1984649,-72.6067704,SU,,1,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,,1,,,,,1,,,,,,,,1,1,,,,1,,1,1,,,1,,,1,1,,1,1,,,1,1,,,,,1,1,1,1,,,,,1,1,,,,1,1,,1,1,1,1,,,1,,1,,1,1,1,,,1,,,,,,,,,,1,1,,,1,,1,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Better Life Partners,,51 Hamilton Street,,Holyoke,MA,01040,,Hampden,866-679-0831,,,,https://betterlifepartners.com,42.1984346,-72.606808,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Behavioral Health Network (BHN),City Clinic,235 Maple Street,,Holyoke,MA,01040,5117,Hampden,413-747-0705,,413-246-9675 x6861,,http://www.bhninc.org,42.2072615,-72.6089582,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,,,,,,,,,1,1,1,1,,1,1,,,,,1,,,,,,1,,,1,1,,1,,1,,,,1,,1,,1,,1,,,,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Behavioral Health Network (BHN),City Clinic,235 Maple Street,,Holyoke,MA,01040,5117,Hampden,413-747-0705,,413-246-9675 x6861,,http://www.bhninc.org,42.2072615,-72.6089582,SU,,1,,1,,1,,,1,,1,1,,,,,1,,1,,,,,,,,,,,,1,,,,,,1,1,1,,,,1,,1,1,1,,,1,,,1,,,,,,,,,,,,1,,1,,,1,,,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,1,,1,,,,,,,,1,,,,1,,1,,,,,1,,1,,1,1,,1,1,,,,1,,,,,,,1,1,1,1,1,1,,,1,,,,1,,,,,,1,1,,,1,,,1,,1,1,1,1,1,,,1,1,1,,1,,1,1,1,,1,1,,,1,1,1,,1,1,1,,,,,,1,,1,1,,1,,,1,1,1,,1,1,,,,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
CleanSlate Centers,Holyoke,306 Race Street,2nd Floor,Holyoke,MA,01040,,Hampden,413-650-0590,,,,http://www.cleanslatecenters.com,42.2004859,-72.6075116,SU,,1,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,1,,,,1,,,1,1,,1,1,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,1,1,,1,1,,1,,1,1,1,1,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
GRIT,Ridgewood,- - -,,Springfield,MA,01105,,Hampden,844-642-9355,,,,http://www.mhainc.org/grit,42.0995,-72.5786,SU,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,1,1,1,1,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,,1,,1,,,,,1,,,,1,1,,1,1,,,,1,,,,,,,1,1,1,1,1,1,,1,1,1,,,1,,,1,1,1,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,,,1,,1,,1,,,,1,,1,1,1,1,,,1,1,1,1,1,1,,,,1,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
GRIT,Ridgewood,- - -,,Springfield,MA,01105,,Hampden,844-642-9355,,,,http://www.mhainc.org/grit,42.0995,-72.5786,MH,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,1,,,1,,,,,1,,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Behavioral Health Network (BHN),Liberty Street Clinic Outpatient Trt,417 Liberty Street,,Springfield,MA,01104,,Hampden,413-734-3151,,413-246-9675,,http://www.bhninc.org,42.1142723,-72.5850824,SU,,1,1,,,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,1,,1,1,1,1,1,1,,,1,,,,,,,,,,,,1,1,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,1,1,1,1,1,,,,1,,,1,1,1,,1,,1,,,,,,1,,,,1,,1,,,,,1,,1,,1,1,,1,1,,,,1,,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,1,1,,1,1,,1,1,1,,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,1,1,1,,,1,1,1,1,1,1,,1,,1,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,1,1,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Behavioral Health Network (BHN),Liberty Street Clinic Outpatient Trt,417 Liberty Street,,Springfield,MA,01104,,Hampden,413-734-3151,,413-246-9675,,http://www.bhninc.org,42.1142723,-72.5850824,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,1,,,,,,,,1,1,1,1,,1,1,,,,1,,,,,,,1,,,,1,,1,,,,1,,1,,1,1,,,1,,,1,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,1,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Hairston House,,25 Graves Avenue,,Northampton,MA,01060,,Hampshire,413-585-8390,,413-781-2234 x7252,,https://www.gandaracenter.org,42.3220925,-72.6280755,SU,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,,,1,1,1,1,1,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,1,1,1,,1,,,1,1,1,,1,,,1,,,1,,,1,1,1,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,,,,,1,,,,1,,,,1,,,1,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
River Valley Counseling Center,Satellite Office,120 Maple Street,Suite 304,Springfield,MA,01103,,Hampden,413-737-2437,,413-540-1234,,http://www.rvcc-inc.org,42.100634,-72.5809151,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,1,,,,,1,,,,1,,1,1,,,1,,,,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,,1,,1,1,,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
River Valley Counseling Center,Satellite Office,120 Maple Street,Suite 304,Springfield,MA,01103,,Hampden,413-737-2437,,413-540-1234,,http://www.rvcc-inc.org,42.100634,-72.5809151,SU,,1,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,1,1,1,,,,,,1,,,,,,,,,,,,,1,,,,1,,1,,,,,1,,,,1,1,,1,1,,,,1,,,,,,,1,1,1,1,1,1,1,,1,1,,,1,,1,,,,1,1,,,1,,,,,1,1,,1,1,,,1,1,1,,1,,1,1,1,1,1,1,1,,,1,1,,1,,,,,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
